InteractionID	REL_ENT	REG_DIR	INDIRECT	PASSIVE	NEGATED	SENTENCE
miRNA-corp.d161.s1.p7	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (<e1>miR-92</e1>, miR-19a, and miR-20) were also overexpressed in human MBs with a constitutively activated Sonic Hedgehog (<e2>SHH</e2>) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p10	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (miR-92, <e1>miR-19a</e1>, and miR-20) were also overexpressed in human MBs with a constitutively activated <e2>Sonic Hedgehog</e2> (SHH) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p11	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (miR-92, <e1>miR-19a</e1>, and miR-20) were also overexpressed in human MBs with a constitutively activated Sonic Hedgehog (<e2>SHH</e2>) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p18	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (miR-92, miR-19a, and <e1>miR-20</e1>) were also overexpressed in human MBs with a constitutively activated <e2>Sonic Hedgehog</e2> (SHH) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s1.p19	NA	NA	FALSE	FALSE	FALSE	Analysis of human MBs demonstrated that 3 miR-17 approximately 92 cluster miRNAs (miR-92, miR-19a, and <e1>miR-20</e1>) were also overexpressed in human MBs with a constitutively activated Sonic Hedgehog (<e2>SHH</e2>) signaling pathway, but not in other forms of the disease.
miRNA-corp.d161.s2.p3	NA	NA	FALSE	FALSE	FALSE	To test whether the <e1>miR-17</e1> approximately 92 cluster could promote MB formation, we enforced expression of these miRNAs in GNPs isolated from cerebella of postnatal (P) day P6 <e2>Ink4c</e2>-/-.;  Ptch1+/- mice. 
miRNA-corp.d161.s4.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Interestingly, orthotopic mouse tumors ectopically expressing <e1>miR-17</e1> approximately 92 lost expression of the wild-type <e2>Ptch1</e2> allele.
miRNA-corp.d161.s9.p1	NA	NA	FALSE	FALSE	FALSE	The <e1>miR-17~92</e1> cluster collaborates with the <e2>Sonic Hedgehog</e2> pathway in medulloblastoma.
miRNA-corp.d169.s0.p4	NA	NA	FALSE	FALSE	FALSE	MicroRNA expression in <e2>ACTH</e2>-producing pituitary tumors: up-regulation of <e1>microRNA-122 and -493</e1> in pituitary carcinomas.
miRNA-corp.d169.s5.p0	NA	NA	FALSE	FALSE	FALSE	<e1>MiRNA-493</e1> was also up-regulated in carcinomas compared to <e2>ACTH</e2> adenomas.
miRNA-corp.d169.s6.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	Analysis of genes that <e1>miRNA-493</e1> interacts with included <e2>LGALS3</e2> and RUNX2 ( http://microrna.sanger.ac.uk ) both of which have been shown to have roles in pituitary tumor cell growth.
miRNA-corp.d169.s6.p2	MIR_GENE	NEU	FALSE	FALSE	FALSE	Analysis of genes that <e1>miRNA-493</e1> interacts with included LGALS3 and <e2>RUNX2</e2> ( http://microrna.sanger.ac.uk ) both of which have been shown to have roles in pituitary tumor cell growth.
miRNA-corp.d172.s5.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	<e1>miR-133b</e1> targets the small GTPase <e2>RhoA</e2>, which is an inhibitor of axonal growth, as well as other neurite outgrowth-related molecules.
miRNA-corp.d172.s6.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Our results indicate that <e1>miR-133b</e1> is an important determinant in spinal cord regeneration of adult zebrafish through reduction in <e2>RhoA</e2> protein levels by direct interaction with its mRNA.
miRNA-corp.d175.s6.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	We show that miRNAs belonging to the miR-20a family (that is, <e1>miR-20a</e1>, miR-17-5p and miR-106b) could regulate <e2>APP</e2> expression in vitro and at the endogenous level in neuronal cell lines.
miRNA-corp.d175.s6.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	We show that miRNAs belonging to the miR-20a family (that is, miR-20a, <e1>miR-17-5p</e1> and miR-106b) could regulate <e2>APP</e2> expression in vitro and at the endogenous level in neuronal cell lines.
miRNA-corp.d175.s6.p2	MIR_GENE	NEU	FALSE	FALSE	FALSE	We show that miRNAs belonging to the miR-20a family (that is, miR-20a, miR-17-5p and <e1>miR-106b</e1>) could regulate <e2>APP</e2> expression in vitro and at the endogenous level in neuronal cell lines.
miRNA-corp.d175.s6.p4	NA	NA	FALSE	FALSE	FALSE	We show that miRNAs belonging to the <e1>miR-20a</e1> family (that is, miR-20a, miR-17-5p and miR-106b) could regulate <e2>APP</e2> expression in vitro and at the endogenous level in neuronal cell lines.
miRNA-corp.d176.s1.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	A known <e1>miRNA-146a</e1> target in the brain, <e2>complement factor H</e2>, was downregulated.
miRNA-corp.d178.s1.p4	GENE_MIR	NEU	FALSE	FALSE	FALSE	Because of its known connection to glioma biology, we focused on <e1>miR-21</e1> among seven miRNAs influenced by <e2>IFN-beta</e2>.
miRNA-corp.d178.s4.p0	NA	NA	FALSE	FALSE	FALSE	The levels of primary miR-21 gene transcripts, precursor miR-21, and mature miR-21 decreased 6 hours after the addition of <e2>IFN-beta</e2>, indicating that the reduction in <e1>miR-21</e1> levels was due to transcriptional suppression.
miRNA-corp.d178.s4.p1	GENE_MIR	DOWN	FALSE	FALSE	FALSE	The levels of primary miR-21 gene transcripts, precursor miR-21, and mature <e1>miR-21</e1> decreased 6 hours after the addition of <e2>IFN-beta</e2>, indicating that the reduction in miR-21 levels was due to transcriptional suppression.
miRNA-corp.d178.s4.p2	GENE_MIR	DOWN	FALSE	FALSE	FALSE	The levels of primary <e1>miR-21</e1> gene transcripts, precursor miR-21, and mature miR-21 decreased 6 hours after the addition of <e2>IFN-beta</e2>, indicating that the reduction in miR-21 levels was due to transcriptional suppression.
miRNA-corp.d178.s4.p3	GENE_MIR	DOWN	FALSE	FALSE	FALSE	The levels of primary miR-21 gene transcripts, precursor <e1>miR-21</e1>, and mature miR-21 decreased 6 hours after the addition of <e2>IFN-beta</e2>, indicating that the reduction in miR-21 levels was due to transcriptional suppression.
miRNA-corp.d178.s5.p0	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the <e2>IFN-beta</e2>-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the <e1>miR-21</e1> suppression.
miRNA-corp.d178.s5.p1	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the <e2>IFN-beta</e2>-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the <e1>miR-21</e1> suppression.
miRNA-corp.d178.s5.p2	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (<e2>STAT3</e2>)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the <e1>miR-21</e1> suppression.
miRNA-corp.d178.s5.p3	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of <e2>signal transducers and activators of transcription 3</e2> (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the <e1>miR-21</e1> suppression.
miRNA-corp.d178.s5.p4	GENE_MIR	DOWN	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the <e2>IFN-beta</e2>-mediated suppression of <e1>miR-21</e1>, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p5	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the <e2>IFN-beta</e2>-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of <e1>miR-21</e1>, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p6	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of signal transducers and activators of transcription 3 (<e2>STAT3</e2>)-expressing vectors induced the IFN-beta-mediated suppression of <e1>miR-21</e1>, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p7	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of miR-21; the addition of <e2>signal transducers and activators of transcription 3</e2> (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of <e1>miR-21</e1>, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p8	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of <e1>miR-21</e1>; the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the <e2>IFN-beta</e2>-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p9	GENE_MIR	DOWN	FALSE	FALSE	FALSE	We did reporter assays to elucidate the <e2>IFN-beta</e2>-mediated suppression of <e1>miR-21</e1>.;  the addition of signal transducers and activators of transcription 3 (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the miR-21 suppression. 
miRNA-corp.d178.s5.p10	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of <e1>miR-21</e1>; the addition of signal transducers and activators of transcription 3 (<e2>STAT3</e2>)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s5.p11	NA	NA	FALSE	FALSE	FALSE	We did reporter assays to elucidate the IFN-beta-mediated suppression of <e1>miR-21</e1>; the addition of <e2>signal transducers and activators of transcription 3</e2> (STAT3)-expressing vectors induced the IFN-beta-mediated suppression of miR-21, whereas STAT3-inhibiting agents inhibited the miR-21 suppression.
miRNA-corp.d178.s6.p1	NA	NA	FALSE	FALSE	FALSE	We analyzed the effect of <e2>IFN-beta</e2> treatment on <e1>miR-21</e1> expression in glioma cells and intracranial glioma xenografts.
miRNA-corp.d178.s7.p0	GENE_MIR	DOWN	FALSE	FALSE	FALSE	<e2>IFN-beta</e2> treatment reduced <e1>miR-21</e1> expression in glioma cells markedly, and IFN-beta administration suppressed the growth of glioma-initiating cell-derived intracranial tumors.
miRNA-corp.d178.s7.p1	NA	NA	FALSE	FALSE	FALSE	IFN-beta treatment reduced <e1>miR-21</e1> expression in glioma cells markedly, and <e2>IFN-beta</e2> administration suppressed the growth of glioma-initiating cell-derived intracranial tumors.
miRNA-corp.d178.s8.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	Thus, the results of our study show that the downregulation of <e1>miR-21</e1> contributes to the antitumor effects of <e2>IFN-beta</e2> and that miR-21 expression is negatively regulated by STAT3 activation.
miRNA-corp.d178.s8.p1	NA	NA	FALSE	FALSE	FALSE	Thus, the results of our study show that the downregulation of <e1>miR-21</e1> contributes to the antitumor effects of IFN-beta and that miR-21 expression is negatively regulated by <e2>STAT3</e2> activation.
miRNA-corp.d178.s8.p2	NA	NA	FALSE	FALSE	FALSE	Thus, the results of our study show that the downregulation of miR-21 contributes to the antitumor effects of <e2>IFN-beta</e2> and that <e1>miR-21</e1> expression is negatively regulated by STAT3 activation.
miRNA-corp.d178.s8.p3	GENE_MIR	DOWN	FALSE	FALSE	FALSE	Thus, the results of our study show that the downregulation of miR-21 contributes to the antitumor effects of IFN-beta and that <e1>miR-21</e1> expression is negatively regulated by <e2>STAT3</e2> activation.
miRNA-corp.d180.s4.p0	NA	NA	FALSE	FALSE	FALSE	Association studies using all common variants detected in the 3' UTR of <e2>BACE1</e2> and the <e1>miR-29</e1> gene cluster did not identify an association with AD risk.
miRNA-corp.d180.s5.p0	NA	NA	FALSE	FALSE	FALSE	However, we did observe statistical interaction between rs535860 (<e2>BACE1</e2> 3' UTR) and rs34772568 (near <e1>miR29a</e1>.;  odds ratio [OR](interaction), 0.4;  95% confidence interval [CI], 0.17-0.96;  P=0.033). 
miRNA-corp.d181.s0.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	Differential regulation of <e2>interleukin-1 receptor-associated kinase-1</e2> (IRAK-1) and IRAK-2 by <e1>microRNA-146a</e1> and NF-kappaB in stressed human astroglial cells and in Alzheimer disease.
miRNA-corp.d181.s0.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	Differential regulation of interleukin-1 receptor-associated kinase-1 (<e2>IRAK-1</e2>) and IRAK-2 by <e1>microRNA-146a</e1> and NF-kappaB in stressed human astroglial cells and in Alzheimer disease.
miRNA-corp.d181.s0.p2	MIR_GENE	NEU	FALSE	FALSE	FALSE	Differential regulation of interleukin-1 receptor-associated kinase-1 (IRAK-1) and <e2>IRAK-2</e2> by <e1>microRNA-146a</e1> and NF-kappaB in stressed human astroglial cells and in Alzheimer disease.
miRNA-corp.d181.s2.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In monocytes, increased expression of an NF-κB-regulated <e1>miRNA-146a</e1> down-regulates expression of the <e2>interleukin-1 receptor-associated kinase-1</e2> (IRAK-1), an essential component of Toll-like/IL-1 receptor signaling.
miRNA-corp.d181.s2.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In monocytes, increased expression of an NF-κB-regulated <e1>miRNA-146a</e1> down-regulates expression of the interleukin-1 receptor-associated kinase-1 (<e2>IRAK-1</e2>), an essential component of Toll-like/IL-1 receptor signaling.
miRNA-corp.d181.s2.p2	NA	NA	FALSE	FALSE	FALSE	In monocytes, increased expression of an NF-κB-regulated <e1>miRNA-146a</e1> down-regulates expression of the interleukin-1 receptor-associated kinase-1 (IRAK-1), an essential component of Toll-like/<e2>IL-1</e2> receptor signaling.
miRNA-corp.d181.s4.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In 66 control and AD samples we note a significant up-regulation of <e1>miRNA-146a</e1> coupled to down-regulation of IRAK-1 and a compensatory up-regulation of <e2>IRAK-2</e2>.
miRNA-corp.d181.s4.p2	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In 66 control and AD samples we note a significant up-regulation of <e1>miRNA-146a</e1> coupled to down-regulation of <e2>IRAK-1</e2> and a compensatory up-regulation of IRAK-2.
miRNA-corp.d181.s5.p0	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in <e2>interleukin-1β</e2> (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p1	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (<e2>IL-1β</e2>) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p2	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (IL-1β) and <e2>amyloid-β-42</e2> (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p3	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, <e2>IRAK-1</e2>-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p4	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (<e2>Aβ42</e2>) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p5	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or <e2>IRAK-2</e2> promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p6	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in <e1>miRNA-146a</e1> and <e2>IRAK-2</e2> expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p7	NA	NA	FALSE	FALSE	FALSE	Using miRNA-146a-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in <e2>IRAK-1</e2> and increases in <e1>miRNA-146a</e1> and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p8	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in <e2>interleukin-1β</e2> (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p9	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (<e2>IL-1β</e2>) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p10	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (IL-1β) and <e2>amyloid-β-42</e2> (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p11	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, <e2>IRAK-1</e2>-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p12	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (<e2>Aβ42</e2>) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p13	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or <e2>IRAK-2</e2> promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p14	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in IRAK-1 and increases in miRNA-146a and <e2>IRAK-2</e2> expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s5.p15	NA	NA	FALSE	FALSE	FALSE	Using <e1>miRNA-146a</e1>-, IRAK-1-, or IRAK-2 promoter-luciferase reporter constructs, we observe decreases in <e2>IRAK-1</e2> and increases in miRNA-146a and IRAK-2 expression in interleukin-1β (IL-1β) and amyloid-β-42 (Aβ42) peptide-stressed HAG cells.
miRNA-corp.d181.s7.p0	NA	NA	FALSE	FALSE	FALSE	The NF-κB inhibitors curcumin, pyrrolidine dithiocarbamate or CAY10512 abrogated both <e2>IRAK-2</e2> and <e1>miRNA-146a</e1> expression, whereas IRAK-1 was up-regulated.
miRNA-corp.d181.s7.p1	NA	NA	FALSE	FALSE	FALSE	The NF-κB inhibitors curcumin, pyrrolidine dithiocarbamate or CAY10512 abrogated both IRAK-2 and <e1>miRNA-146a</e1> expression, whereas <e2>IRAK-1</e2> was up-regulated.
miRNA-corp.d181.s8.p0	NA	NA	FALSE	FALSE	FALSE	Incubation of a protected antisense miRNA-146a was found to inhibit <e1>miRNA-146a</e1> and restore <e2>IRAK-1</e2>, whereas IRAK-2 remained unaffected.
miRNA-corp.d181.s8.p1	NA	NA	FALSE	FALSE	FALSE	Incubation of a protected antisense miRNA-146a was found to inhibit <e1>miRNA-146a</e1> and restore IRAK-1, whereas <e2>IRAK-2</e2> remained unaffected.
miRNA-corp.d181.s9.p0	NA	NA	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and <e2>IRAK-2</e2> in AD and in IL-1β+Aβ42 peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p1	NA	NA	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of <e2>IRAK-1</e2> and IRAK-2 in AD and in IL-1β+Aβ42 peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p3	NA	NA	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and IRAK-2 in AD and in IL-1β+Aβ42 peptide-stressed HAG cells and that an inducible, <e2>NF-κB</e2>-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p4	MIR_GENE	DOWN	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and IRAK-2 in AD and in IL-1β+Aβ42 peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of <e2>IRAK-1</e2> coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p5	MIR_GENE	UP	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and IRAK-2 in AD and in IL-1β+Aβ42 peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of <e2>IRAK-2</e2> expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p6	NA	NA	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and IRAK-2 in AD and in IL-1β+<e2>Aβ42</e2> peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s9.p7	NA	NA	FALSE	FALSE	FALSE	These data suggest a significantly independent regulation of IRAK-1 and IRAK-2 in AD and in <e2>IL-1</e2>β+Aβ42 peptide-stressed HAG cells and that an inducible, NF-κB-sensitive, <e1>miRNA-146a</e1>-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
miRNA-corp.d181.s10.p0	NA	NA	FALSE	FALSE	FALSE	The combinatorial use of NF-κB inhibitors with <e1>miRNA-146a</e1> or antisense miRNA-146a may have potential as a bi-pronged therapeutic strategy directed against <e2>IRAK-2</e2>-driven pathogenic signaling.
miRNA-corp.d181.s11.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	The interactive signaling of NF-κB and <e1>miRNA-146a</e1> further illustrate interplay between inducible transcription factors and pro-inflammatory miRNAs that regulate brain <e2>IRAK</e2> expression.
miRNA-corp.d182.s1.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	<e1>miR-34a</e1>, a microRNA up-regulated in a double transgenic mouse model of Alzheimer's disease, inhibits <e2>bcl2</e2> translation.
miRNA-corp.d182.s2.p5	MIR_GENE	TARGET	FALSE	FALSE	FALSE	During a research for miRNAs that are differentially expressed in cerebral cortex of APPswe/PSDeltaE9 mice (a model for Alzheimer's disease) and age-matched controls, one candidate miRNA that is relatively highly expressed, <e1>miR-34a</e1>, was studied further because sequence analysis suggested a likely interaction with the 3'-untranslated region of <e2>bcl2</e2> mRNA.
miRNA-corp.d182.s5.p0	MIR_GENE	INVCORR	FALSE	FALSE	FALSE	We show that the expression of <e1>miR-34a</e1> is inversely correlated with the protein level of <e2>bcl2</e2> in APPswe/PSDeltaE9 mice and age-matched controls, and miR-34a expression directly inhibits bcl2 translation in SH-SY5Y cells.
miRNA-corp.d182.s5.p1	NA	NA	FALSE	FALSE	FALSE	We show that the expression of <e1>miR-34a</e1> is inversely correlated with the protein level of bcl2 in APPswe/PSDeltaE9 mice and age-matched controls, and miR-34a expression directly inhibits <e2>bcl2</e2> translation in SH-SY5Y cells.
miRNA-corp.d182.s5.p2	NA	NA	FALSE	FALSE	FALSE	We show that the expression of miR-34a is inversely correlated with the protein level of <e2>bcl2</e2> in APPswe/PSDeltaE9 mice and age-matched controls, and <e1>miR-34a</e1> expression directly inhibits bcl2 translation in SH-SY5Y cells.
miRNA-corp.d182.s5.p3	MIR_GENE	DOWN	FALSE	FALSE	FALSE	We show that the expression of miR-34a is inversely correlated with the protein level of bcl2 in APPswe/PSDeltaE9 mice and age-matched controls, and <e1>miR-34a</e1> expression directly inhibits <e2>bcl2</e2> translation in SH-SY5Y cells.
miRNA-corp.d182.s6.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Consistently, <e1>miR-34a</e1> knockdown through antisense LNA oligonucleotides increased the level of <e2>bcl2</e2> protein in SH-SY5Y cells, which was accompanied by a decrease of active caspase-3.
miRNA-corp.d182.s6.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	Consistently, <e1>miR-34a</e1> knockdown through antisense LNA oligonucleotides increased the level of bcl2 protein in SH-SY5Y cells, which was accompanied by a decrease of active <e2>caspase-3</e2>.
miRNA-corp.d182.s7.p0	NA	NA	FALSE	FALSE	FALSE	Western blot analysis of active <e2>caspase-3</e2> showed higher levels in APPswe/PSDeltaE9 mice and stable transfecant cell line of <e1>miR-34a</e1> than in controls.
miRNA-corp.d182.s8.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	These findings suggested that <e2>bcl2</e2> is an important functional target for <e1>miR-34a</e1>, and the abnormal expression of miR-34a may contribute to the pathogenesis of Alzheimer's disease, at least in part by affecting the expression of bcl2.
miRNA-corp.d182.s8.p2	NA	NA	FALSE	FALSE	FALSE	These findings suggested that bcl2 is an important functional target for <e1>miR-34a</e1>, and the abnormal expression of miR-34a may contribute to the pathogenesis of Alzheimer's disease, at least in part by affecting the expression of <e2>bcl2</e2>.
